study_id,study,description,sample_file,category_label,category,fold_change,original_p_value,adjusted_p_value
MTBLS359,Metabolomic analysis of the mechanism of action of yerba mate extract on Salmonella Typhimurium,"Background: Salmonella Typhimurium is a gram-negative enteropathogen that infects millions worldwide; the rapid emergence of antibiotic resistant strains has heightened the urgency of developing effective treatment for this pathogen. Previous studies have demonstrated that the aqueous extract of yerba mate (Ilex paraguariensis) provides effective therapy, in vitro, for the drug-resistant S. Typhimurium DT104. Unfortunately, while some of the chemical constituents that contribute to the extract’s antibacterial activity have been identified, the mechanism of action of the extract is still unknown and of crucial importance to its future potential in combating antibiotic resistant bacteria.</br> Results: Yerba mate extract altered central carbon metabolism in S. Typhimurium, reduced catalase activity by means other than direct inhibition, and did not change membrane integrity (except at the initial 0 time point, where differences were not resolved) despite a significant increase in the production of a cell wall precursor. Additional significant differences were observed in the global metabolic regulators alpha-ketoglutarate and acetylphosphate, the energy-related molecule NAD+, and in an unexpected match to the antibacterial compound yohimbine.</br> Conclusions: This work provides the first insight into the mechanism of action of yerba mate extract on S. Typhimurium by revealing a major impact on central carbon metabolism, catalase activity, and possible metabolic links to interference in energy production and membrane integrity. The putative identification of the antibacterial compound yohimbine and the many unidentified compounds provides additional avenues for future investigations of novel yerba mate compounds capable of traversing or binding to S. Typhimurium’s membrane.",m_MTBLS359_salmonellametabolomics_metabolite_profiling_mass_spectrometry_v2_maf,alditol,CHEBI:17522,226.83625272331156,0.004398948031256052,0.004713158604917199
MTBLS359,Metabolomic analysis of the mechanism of action of yerba mate extract on Salmonella Typhimurium,"Background: Salmonella Typhimurium is a gram-negative enteropathogen that infects millions worldwide; the rapid emergence of antibiotic resistant strains has heightened the urgency of developing effective treatment for this pathogen. Previous studies have demonstrated that the aqueous extract of yerba mate (Ilex paraguariensis) provides effective therapy, in vitro, for the drug-resistant S. Typhimurium DT104. Unfortunately, while some of the chemical constituents that contribute to the extract’s antibacterial activity have been identified, the mechanism of action of the extract is still unknown and of crucial importance to its future potential in combating antibiotic resistant bacteria.</br> Results: Yerba mate extract altered central carbon metabolism in S. Typhimurium, reduced catalase activity by means other than direct inhibition, and did not change membrane integrity (except at the initial 0 time point, where differences were not resolved) despite a significant increase in the production of a cell wall precursor. Additional significant differences were observed in the global metabolic regulators alpha-ketoglutarate and acetylphosphate, the energy-related molecule NAD+, and in an unexpected match to the antibacterial compound yohimbine.</br> Conclusions: This work provides the first insight into the mechanism of action of yerba mate extract on S. Typhimurium by revealing a major impact on central carbon metabolism, catalase activity, and possible metabolic links to interference in energy production and membrane integrity. The putative identification of the antibacterial compound yohimbine and the many unidentified compounds provides additional avenues for future investigations of novel yerba mate compounds capable of traversing or binding to S. Typhimurium’s membrane.",m_MTBLS359_salmonellametabolomics_metabolite_profiling_mass_spectrometry_v2_maf,steroid,CHEBI:35341,32.514471300980574,0.03029156192075629,0.03029156192075629
MTBLS361,Kidney Tissue Targeted Metabolic Profiling of Unilateral Ureteral Obstruction Rats by NMR,"Renal interstitial fibrosis is a common pathological process in the progression of kidney disease. A nuclear magnetic resonance (NMR) based metabolomics approach was used to analyze the kidney tissues of renal interstitial fibrosis (RIF) rats, induced by unilateral ureteral obstruction (UUO). The combination of a variety of statistical methods was used to screen out 14 significantly changed potential metabolites related with multiple biochemical processes including amino acid metabolism, adenine metabolism, energy metabolism, osmolyte change and induced oxidative stress. The exploration of the contralateral kidneys enhanced the understanding of the disease, which was also supported by serum biochemistry and kidney histopathology results. In addition, the pathological parameters (clinical chemistry, histological and immunohistochemistry results) were correlated with the significantly changed differential metabolites related with RIF. This study shows that target tissue metabolomics analysis can be used as a useful tool to understand the mechanism of the disease and provide a novel insight in the pathogenesis of RIF.",m_MTBLS361_rf_metabolite_profiling_NMR_spectroscopy_v2_maf,monosaccharide,CHEBI:35381,819.4813726519047,2.2296820662100847e-24,3.344523099315127e-23
MTBLS361,Kidney Tissue Targeted Metabolic Profiling of Unilateral Ureteral Obstruction Rats by NMR,"Renal interstitial fibrosis is a common pathological process in the progression of kidney disease. A nuclear magnetic resonance (NMR) based metabolomics approach was used to analyze the kidney tissues of renal interstitial fibrosis (RIF) rats, induced by unilateral ureteral obstruction (UUO). The combination of a variety of statistical methods was used to screen out 14 significantly changed potential metabolites related with multiple biochemical processes including amino acid metabolism, adenine metabolism, energy metabolism, osmolyte change and induced oxidative stress. The exploration of the contralateral kidneys enhanced the understanding of the disease, which was also supported by serum biochemistry and kidney histopathology results. In addition, the pathological parameters (clinical chemistry, histological and immunohistochemistry results) were correlated with the significantly changed differential metabolites related with RIF. This study shows that target tissue metabolomics analysis can be used as a useful tool to understand the mechanism of the disease and provide a novel insight in the pathogenesis of RIF.",m_MTBLS361_rf_metabolite_profiling_NMR_spectroscopy_v2_maf,fatty acid,CHEBI:35366,251.54097410127565,1.6628553344045725e-13,1.2471415008034294e-12
MTBLS361,Kidney Tissue Targeted Metabolic Profiling of Unilateral Ureteral Obstruction Rats by NMR,"Renal interstitial fibrosis is a common pathological process in the progression of kidney disease. A nuclear magnetic resonance (NMR) based metabolomics approach was used to analyze the kidney tissues of renal interstitial fibrosis (RIF) rats, induced by unilateral ureteral obstruction (UUO). The combination of a variety of statistical methods was used to screen out 14 significantly changed potential metabolites related with multiple biochemical processes including amino acid metabolism, adenine metabolism, energy metabolism, osmolyte change and induced oxidative stress. The exploration of the contralateral kidneys enhanced the understanding of the disease, which was also supported by serum biochemistry and kidney histopathology results. In addition, the pathological parameters (clinical chemistry, histological and immunohistochemistry results) were correlated with the significantly changed differential metabolites related with RIF. This study shows that target tissue metabolomics analysis can be used as a useful tool to understand the mechanism of the disease and provide a novel insight in the pathogenesis of RIF.",m_MTBLS361_rf_metabolite_profiling_NMR_spectroscopy_v2_maf,diol,CHEBI:23824,148.64633658843013,1.8225701258910627e-08,9.112850629455313e-08
MTBLS361,Kidney Tissue Targeted Metabolic Profiling of Unilateral Ureteral Obstruction Rats by NMR,"Renal interstitial fibrosis is a common pathological process in the progression of kidney disease. A nuclear magnetic resonance (NMR) based metabolomics approach was used to analyze the kidney tissues of renal interstitial fibrosis (RIF) rats, induced by unilateral ureteral obstruction (UUO). The combination of a variety of statistical methods was used to screen out 14 significantly changed potential metabolites related with multiple biochemical processes including amino acid metabolism, adenine metabolism, energy metabolism, osmolyte change and induced oxidative stress. The exploration of the contralateral kidneys enhanced the understanding of the disease, which was also supported by serum biochemistry and kidney histopathology results. In addition, the pathological parameters (clinical chemistry, histological and immunohistochemistry results) were correlated with the significantly changed differential metabolites related with RIF. This study shows that target tissue metabolomics analysis can be used as a useful tool to understand the mechanism of the disease and provide a novel insight in the pathogenesis of RIF.",m_MTBLS361_rf_metabolite_profiling_NMR_spectroscopy_v2_maf,nucleoside,CHEBI:33838,461.35164835164835,4.1881634417528414e-08,1.5705612906573155e-07
MTBLS361,Kidney Tissue Targeted Metabolic Profiling of Unilateral Ureteral Obstruction Rats by NMR,"Renal interstitial fibrosis is a common pathological process in the progression of kidney disease. A nuclear magnetic resonance (NMR) based metabolomics approach was used to analyze the kidney tissues of renal interstitial fibrosis (RIF) rats, induced by unilateral ureteral obstruction (UUO). The combination of a variety of statistical methods was used to screen out 14 significantly changed potential metabolites related with multiple biochemical processes including amino acid metabolism, adenine metabolism, energy metabolism, osmolyte change and induced oxidative stress. The exploration of the contralateral kidneys enhanced the understanding of the disease, which was also supported by serum biochemistry and kidney histopathology results. In addition, the pathological parameters (clinical chemistry, histological and immunohistochemistry results) were correlated with the significantly changed differential metabolites related with RIF. This study shows that target tissue metabolomics analysis can be used as a useful tool to understand the mechanism of the disease and provide a novel insight in the pathogenesis of RIF.",m_MTBLS361_rf_metabolite_profiling_NMR_spectroscopy_v2_maf,D-hexose,CHEBI:4194,3255.717323327079,1.7929633017245466e-07,5.37888990517364e-07
MTBLS361,Kidney Tissue Targeted Metabolic Profiling of Unilateral Ureteral Obstruction Rats by NMR,"Renal interstitial fibrosis is a common pathological process in the progression of kidney disease. A nuclear magnetic resonance (NMR) based metabolomics approach was used to analyze the kidney tissues of renal interstitial fibrosis (RIF) rats, induced by unilateral ureteral obstruction (UUO). The combination of a variety of statistical methods was used to screen out 14 significantly changed potential metabolites related with multiple biochemical processes including amino acid metabolism, adenine metabolism, energy metabolism, osmolyte change and induced oxidative stress. The exploration of the contralateral kidneys enhanced the understanding of the disease, which was also supported by serum biochemistry and kidney histopathology results. In addition, the pathological parameters (clinical chemistry, histological and immunohistochemistry results) were correlated with the significantly changed differential metabolites related with RIF. This study shows that target tissue metabolomics analysis can be used as a useful tool to understand the mechanism of the disease and provide a novel insight in the pathogenesis of RIF.",m_MTBLS361_rf_metabolite_profiling_NMR_spectroscopy_v2_maf,quaternary ammonium ion,CHEBI:35267,236.67448627023097,3.099389812584489e-07,7.748474531461222e-07
MTBLS361,Kidney Tissue Targeted Metabolic Profiling of Unilateral Ureteral Obstruction Rats by NMR,"Renal interstitial fibrosis is a common pathological process in the progression of kidney disease. A nuclear magnetic resonance (NMR) based metabolomics approach was used to analyze the kidney tissues of renal interstitial fibrosis (RIF) rats, induced by unilateral ureteral obstruction (UUO). The combination of a variety of statistical methods was used to screen out 14 significantly changed potential metabolites related with multiple biochemical processes including amino acid metabolism, adenine metabolism, energy metabolism, osmolyte change and induced oxidative stress. The exploration of the contralateral kidneys enhanced the understanding of the disease, which was also supported by serum biochemistry and kidney histopathology results. In addition, the pathological parameters (clinical chemistry, histological and immunohistochemistry results) were correlated with the significantly changed differential metabolites related with RIF. This study shows that target tissue metabolomics analysis can be used as a useful tool to understand the mechanism of the disease and provide a novel insight in the pathogenesis of RIF.",m_MTBLS361_rf_metabolite_profiling_NMR_spectroscopy_v2_maf,hexose,CHEBI:18133,1934.5566703827574,5.128263420247535e-07,1.0989135900530433e-06
MTBLS361,Kidney Tissue Targeted Metabolic Profiling of Unilateral Ureteral Obstruction Rats by NMR,"Renal interstitial fibrosis is a common pathological process in the progression of kidney disease. A nuclear magnetic resonance (NMR) based metabolomics approach was used to analyze the kidney tissues of renal interstitial fibrosis (RIF) rats, induced by unilateral ureteral obstruction (UUO). The combination of a variety of statistical methods was used to screen out 14 significantly changed potential metabolites related with multiple biochemical processes including amino acid metabolism, adenine metabolism, energy metabolism, osmolyte change and induced oxidative stress. The exploration of the contralateral kidneys enhanced the understanding of the disease, which was also supported by serum biochemistry and kidney histopathology results. In addition, the pathological parameters (clinical chemistry, histological and immunohistochemistry results) were correlated with the significantly changed differential metabolites related with RIF. This study shows that target tissue metabolomics analysis can be used as a useful tool to understand the mechanism of the disease and provide a novel insight in the pathogenesis of RIF.",m_MTBLS361_rf_metabolite_profiling_NMR_spectroscopy_v2_maf,aldose,CHEBI:15693,1259.2868892114175,1.216060608613285e-06,2.2801136411499094e-06
MTBLS361,Kidney Tissue Targeted Metabolic Profiling of Unilateral Ureteral Obstruction Rats by NMR,"Renal interstitial fibrosis is a common pathological process in the progression of kidney disease. A nuclear magnetic resonance (NMR) based metabolomics approach was used to analyze the kidney tissues of renal interstitial fibrosis (RIF) rats, induced by unilateral ureteral obstruction (UUO). The combination of a variety of statistical methods was used to screen out 14 significantly changed potential metabolites related with multiple biochemical processes including amino acid metabolism, adenine metabolism, energy metabolism, osmolyte change and induced oxidative stress. The exploration of the contralateral kidneys enhanced the understanding of the disease, which was also supported by serum biochemistry and kidney histopathology results. In addition, the pathological parameters (clinical chemistry, histological and immunohistochemistry results) were correlated with the significantly changed differential metabolites related with RIF. This study shows that target tissue metabolomics analysis can be used as a useful tool to understand the mechanism of the disease and provide a novel insight in the pathogenesis of RIF.",m_MTBLS361_rf_metabolite_profiling_NMR_spectroscopy_v2_maf,cation,CHEBI:36916,332.0507717821151,1.756355975136567e-05,2.9272599585609447e-05
MTBLS361,Kidney Tissue Targeted Metabolic Profiling of Unilateral Ureteral Obstruction Rats by NMR,"Renal interstitial fibrosis is a common pathological process in the progression of kidney disease. A nuclear magnetic resonance (NMR) based metabolomics approach was used to analyze the kidney tissues of renal interstitial fibrosis (RIF) rats, induced by unilateral ureteral obstruction (UUO). The combination of a variety of statistical methods was used to screen out 14 significantly changed potential metabolites related with multiple biochemical processes including amino acid metabolism, adenine metabolism, energy metabolism, osmolyte change and induced oxidative stress. The exploration of the contralateral kidneys enhanced the understanding of the disease, which was also supported by serum biochemistry and kidney histopathology results. In addition, the pathological parameters (clinical chemistry, histological and immunohistochemistry results) were correlated with the significantly changed differential metabolites related with RIF. This study shows that target tissue metabolomics analysis can be used as a useful tool to understand the mechanism of the disease and provide a novel insight in the pathogenesis of RIF.",m_MTBLS361_rf_metabolite_profiling_NMR_spectroscopy_v2_maf,omega-hydroxy fatty acid,CHEBI:10615,878.1869095816463,0.001138086578577844,0.001590970481658156
MTBLS361,Kidney Tissue Targeted Metabolic Profiling of Unilateral Ureteral Obstruction Rats by NMR,"Renal interstitial fibrosis is a common pathological process in the progression of kidney disease. A nuclear magnetic resonance (NMR) based metabolomics approach was used to analyze the kidney tissues of renal interstitial fibrosis (RIF) rats, induced by unilateral ureteral obstruction (UUO). The combination of a variety of statistical methods was used to screen out 14 significantly changed potential metabolites related with multiple biochemical processes including amino acid metabolism, adenine metabolism, energy metabolism, osmolyte change and induced oxidative stress. The exploration of the contralateral kidneys enhanced the understanding of the disease, which was also supported by serum biochemistry and kidney histopathology results. In addition, the pathological parameters (clinical chemistry, histological and immunohistochemistry results) were correlated with the significantly changed differential metabolites related with RIF. This study shows that target tissue metabolomics analysis can be used as a useful tool to understand the mechanism of the disease and provide a novel insight in the pathogenesis of RIF.",m_MTBLS361_rf_metabolite_profiling_NMR_spectroscopy_v2_maf,2-hydroxydicarboxylic acid,CHEBI:50263,794.5500610500611,0.001257811724915451,0.001590970481658156
MTBLS361,Kidney Tissue Targeted Metabolic Profiling of Unilateral Ureteral Obstruction Rats by NMR,"Renal interstitial fibrosis is a common pathological process in the progression of kidney disease. A nuclear magnetic resonance (NMR) based metabolomics approach was used to analyze the kidney tissues of renal interstitial fibrosis (RIF) rats, induced by unilateral ureteral obstruction (UUO). The combination of a variety of statistical methods was used to screen out 14 significantly changed potential metabolites related with multiple biochemical processes including amino acid metabolism, adenine metabolism, energy metabolism, osmolyte change and induced oxidative stress. The exploration of the contralateral kidneys enhanced the understanding of the disease, which was also supported by serum biochemistry and kidney histopathology results. In addition, the pathological parameters (clinical chemistry, histological and immunohistochemistry results) were correlated with the significantly changed differential metabolites related with RIF. This study shows that target tissue metabolomics analysis can be used as a useful tool to understand the mechanism of the disease and provide a novel insight in the pathogenesis of RIF.",m_MTBLS361_rf_metabolite_profiling_NMR_spectroscopy_v2_maf,alditol,CHEBI:17522,785.2024132730015,0.0012727763853265248,0.001590970481658156
MTBLS361,Kidney Tissue Targeted Metabolic Profiling of Unilateral Ureteral Obstruction Rats by NMR,"Renal interstitial fibrosis is a common pathological process in the progression of kidney disease. A nuclear magnetic resonance (NMR) based metabolomics approach was used to analyze the kidney tissues of renal interstitial fibrosis (RIF) rats, induced by unilateral ureteral obstruction (UUO). The combination of a variety of statistical methods was used to screen out 14 significantly changed potential metabolites related with multiple biochemical processes including amino acid metabolism, adenine metabolism, energy metabolism, osmolyte change and induced oxidative stress. The exploration of the contralateral kidneys enhanced the understanding of the disease, which was also supported by serum biochemistry and kidney histopathology results. In addition, the pathological parameters (clinical chemistry, histological and immunohistochemistry results) were correlated with the significantly changed differential metabolites related with RIF. This study shows that target tissue metabolomics analysis can be used as a useful tool to understand the mechanism of the disease and provide a novel insight in the pathogenesis of RIF.",m_MTBLS361_rf_metabolite_profiling_NMR_spectroscopy_v2_maf,tricarboxylic acid,CHEBI:27093,366.7154127923359,0.0027233104893582467,0.0031422813338748998
MTBLS361,Kidney Tissue Targeted Metabolic Profiling of Unilateral Ureteral Obstruction Rats by NMR,"Renal interstitial fibrosis is a common pathological process in the progression of kidney disease. A nuclear magnetic resonance (NMR) based metabolomics approach was used to analyze the kidney tissues of renal interstitial fibrosis (RIF) rats, induced by unilateral ureteral obstruction (UUO). The combination of a variety of statistical methods was used to screen out 14 significantly changed potential metabolites related with multiple biochemical processes including amino acid metabolism, adenine metabolism, energy metabolism, osmolyte change and induced oxidative stress. The exploration of the contralateral kidneys enhanced the understanding of the disease, which was also supported by serum biochemistry and kidney histopathology results. In addition, the pathological parameters (clinical chemistry, histological and immunohistochemistry results) were correlated with the significantly changed differential metabolites related with RIF. This study shows that target tissue metabolomics analysis can be used as a useful tool to understand the mechanism of the disease and provide a novel insight in the pathogenesis of RIF.",m_MTBLS361_rf_metabolite_profiling_NMR_spectroscopy_v2_maf,fatty alcohol,CHEBI:24026,179.8981270302025,0.005543714910231392,0.005939694546676491
MTBLS361,Kidney Tissue Targeted Metabolic Profiling of Unilateral Ureteral Obstruction Rats by NMR,"Renal interstitial fibrosis is a common pathological process in the progression of kidney disease. A nuclear magnetic resonance (NMR) based metabolomics approach was used to analyze the kidney tissues of renal interstitial fibrosis (RIF) rats, induced by unilateral ureteral obstruction (UUO). The combination of a variety of statistical methods was used to screen out 14 significantly changed potential metabolites related with multiple biochemical processes including amino acid metabolism, adenine metabolism, energy metabolism, osmolyte change and induced oxidative stress. The exploration of the contralateral kidneys enhanced the understanding of the disease, which was also supported by serum biochemistry and kidney histopathology results. In addition, the pathological parameters (clinical chemistry, histological and immunohistochemistry results) were correlated with the significantly changed differential metabolites related with RIF. This study shows that target tissue metabolomics analysis can be used as a useful tool to understand the mechanism of the disease and provide a novel insight in the pathogenesis of RIF.",m_MTBLS361_rf_metabolite_profiling_NMR_spectroscopy_v2_maf,glycerophosphocholine,CHEBI:36313,101.58630917535027,0.009796855635865315,0.009796855635865315
MTBLS368,Nicotinamide Riboside is Uniquely Bioavailable in People and Mice,"Nicotinamide riboside (NR) is in wide use as an NAD+ precursor vitamin. Here we conducted experiments to determine the time and dose-dependent effects of NR on blood, liver and heart NAD+ metabolism in people and mice. We report that human blood cell NAD+ can rise as much as 2.7-fold with a single dose of NR, that NR elevates mouse hepatic NAD+ with distinct and superior pharmacokinetics to those of nicotinic acid (NA) and nicotinamide (Nam), and that single doses of 100, 300, and 1000 mg of NR provide a dose-dependent increase in the blood cell NAD+ metabolome in the first clinical trial of NR pharmacokinetics. We also report that nicotinic acid adenine dinucleotide (NAAD), which was not thought to be en route for conversion of NR to NAD+, is formed from NR and that the rise in NAAD is a highly sensitive biomarker of effective NAD+ supplementation.",m_MTBLS368_nr_kinetics_metabolite_profiling_mass_spectrometry_v2_maf,cation,CHEBI:36916,2589.9960199004977,1.3460175576082496e-38,5.384070230432998e-38
MTBLS368,Nicotinamide Riboside is Uniquely Bioavailable in People and Mice,"Nicotinamide riboside (NR) is in wide use as an NAD+ precursor vitamin. Here we conducted experiments to determine the time and dose-dependent effects of NR on blood, liver and heart NAD+ metabolism in people and mice. We report that human blood cell NAD+ can rise as much as 2.7-fold with a single dose of NR, that NR elevates mouse hepatic NAD+ with distinct and superior pharmacokinetics to those of nicotinic acid (NA) and nicotinamide (Nam), and that single doses of 100, 300, and 1000 mg of NR provide a dose-dependent increase in the blood cell NAD+ metabolome in the first clinical trial of NR pharmacokinetics. We also report that nicotinic acid adenine dinucleotide (NAAD), which was not thought to be en route for conversion of NR to NAD+, is formed from NR and that the rise in NAAD is a highly sensitive biomarker of effective NAD+ supplementation.",m_MTBLS368_nr_kinetics_metabolite_profiling_mass_spectrometry_v2_maf,nucleoside phosphate,CHEBI:25608,2196.5789029535863,2.5197540741863787e-25,5.039508148372757e-25
MTBLS368,Nicotinamide Riboside is Uniquely Bioavailable in People and Mice,"Nicotinamide riboside (NR) is in wide use as an NAD+ precursor vitamin. Here we conducted experiments to determine the time and dose-dependent effects of NR on blood, liver and heart NAD+ metabolism in people and mice. We report that human blood cell NAD+ can rise as much as 2.7-fold with a single dose of NR, that NR elevates mouse hepatic NAD+ with distinct and superior pharmacokinetics to those of nicotinic acid (NA) and nicotinamide (Nam), and that single doses of 100, 300, and 1000 mg of NR provide a dose-dependent increase in the blood cell NAD+ metabolome in the first clinical trial of NR pharmacokinetics. We also report that nicotinic acid adenine dinucleotide (NAAD), which was not thought to be en route for conversion of NR to NAD+, is formed from NR and that the rise in NAAD is a highly sensitive biomarker of effective NAD+ supplementation.",m_MTBLS368_nr_kinetics_metabolite_profiling_mass_spectrometry_v2_maf,diterpenoid,CHEBI:23849,295.2441230681979,2.5168219269928588e-18,3.355762569323812e-18
MTBLS368,Nicotinamide Riboside is Uniquely Bioavailable in People and Mice,"Nicotinamide riboside (NR) is in wide use as an NAD+ precursor vitamin. Here we conducted experiments to determine the time and dose-dependent effects of NR on blood, liver and heart NAD+ metabolism in people and mice. We report that human blood cell NAD+ can rise as much as 2.7-fold with a single dose of NR, that NR elevates mouse hepatic NAD+ with distinct and superior pharmacokinetics to those of nicotinic acid (NA) and nicotinamide (Nam), and that single doses of 100, 300, and 1000 mg of NR provide a dose-dependent increase in the blood cell NAD+ metabolome in the first clinical trial of NR pharmacokinetics. We also report that nicotinic acid adenine dinucleotide (NAAD), which was not thought to be en route for conversion of NR to NAD+, is formed from NR and that the rise in NAAD is a highly sensitive biomarker of effective NAD+ supplementation.",m_MTBLS368_nr_kinetics_metabolite_profiling_mass_spectrometry_v2_maf,icosanoid,CHEBI:23899,107.5819797478818,0.00016502263606461254,0.00016502263606461254
MTBLS368,Nicotinamide Riboside is Uniquely Bioavailable in People and Mice,"Nicotinamide riboside (NR) is in wide use as an NAD+ precursor vitamin. Here we conducted experiments to determine the time and dose-dependent effects of NR on blood, liver and heart NAD+ metabolism in people and mice. We report that human blood cell NAD+ can rise as much as 2.7-fold with a single dose of NR, that NR elevates mouse hepatic NAD+ with distinct and superior pharmacokinetics to those of nicotinic acid (NA) and nicotinamide (Nam), and that single doses of 100, 300, and 1000 mg of NR provide a dose-dependent increase in the blood cell NAD+ metabolome in the first clinical trial of NR pharmacokinetics. We also report that nicotinic acid adenine dinucleotide (NAAD), which was not thought to be en route for conversion of NR to NAD+, is formed from NR and that the rise in NAAD is a highly sensitive biomarker of effective NAD+ supplementation.",m_MTBLS368_nr_mouse_kinetics_metabolite_profiling_mass_spectrometry_v2_maf,cation,CHEBI:36916,2354.54183627318,1.8479309219355174e-13,7.39172368774207e-13
MTBLS368,Nicotinamide Riboside is Uniquely Bioavailable in People and Mice,"Nicotinamide riboside (NR) is in wide use as an NAD+ precursor vitamin. Here we conducted experiments to determine the time and dose-dependent effects of NR on blood, liver and heart NAD+ metabolism in people and mice. We report that human blood cell NAD+ can rise as much as 2.7-fold with a single dose of NR, that NR elevates mouse hepatic NAD+ with distinct and superior pharmacokinetics to those of nicotinic acid (NA) and nicotinamide (Nam), and that single doses of 100, 300, and 1000 mg of NR provide a dose-dependent increase in the blood cell NAD+ metabolome in the first clinical trial of NR pharmacokinetics. We also report that nicotinic acid adenine dinucleotide (NAAD), which was not thought to be en route for conversion of NR to NAD+, is formed from NR and that the rise in NAAD is a highly sensitive biomarker of effective NAD+ supplementation.",m_MTBLS368_nr_mouse_kinetics_metabolite_profiling_mass_spectrometry_v2_maf,nucleoside phosphate,CHEBI:25608,2246.501150747986,2.9221526988544393e-10,5.844305397708879e-10
MTBLS368,Nicotinamide Riboside is Uniquely Bioavailable in People and Mice,"Nicotinamide riboside (NR) is in wide use as an NAD+ precursor vitamin. Here we conducted experiments to determine the time and dose-dependent effects of NR on blood, liver and heart NAD+ metabolism in people and mice. We report that human blood cell NAD+ can rise as much as 2.7-fold with a single dose of NR, that NR elevates mouse hepatic NAD+ with distinct and superior pharmacokinetics to those of nicotinic acid (NA) and nicotinamide (Nam), and that single doses of 100, 300, and 1000 mg of NR provide a dose-dependent increase in the blood cell NAD+ metabolome in the first clinical trial of NR pharmacokinetics. We also report that nicotinic acid adenine dinucleotide (NAAD), which was not thought to be en route for conversion of NR to NAD+, is formed from NR and that the rise in NAAD is a highly sensitive biomarker of effective NAD+ supplementation.",m_MTBLS368_nr_mouse_kinetics_metabolite_profiling_mass_spectrometry_v2_maf,diterpenoid,CHEBI:23849,301.9542167742933,1.2076511628010096e-07,1.6102015504013462e-07
MTBLS368,Nicotinamide Riboside is Uniquely Bioavailable in People and Mice,"Nicotinamide riboside (NR) is in wide use as an NAD+ precursor vitamin. Here we conducted experiments to determine the time and dose-dependent effects of NR on blood, liver and heart NAD+ metabolism in people and mice. We report that human blood cell NAD+ can rise as much as 2.7-fold with a single dose of NR, that NR elevates mouse hepatic NAD+ with distinct and superior pharmacokinetics to those of nicotinic acid (NA) and nicotinamide (Nam), and that single doses of 100, 300, and 1000 mg of NR provide a dose-dependent increase in the blood cell NAD+ metabolome in the first clinical trial of NR pharmacokinetics. We also report that nicotinic acid adenine dinucleotide (NAAD), which was not thought to be en route for conversion of NR to NAD+, is formed from NR and that the rise in NAAD is a highly sensitive biomarker of effective NAD+ supplementation.",m_MTBLS368_nr_mouse_kinetics_metabolite_profiling_mass_spectrometry_v2_maf,icosanoid,CHEBI:23899,146.70269965620247,0.006795439020782623,0.006795439020782623
MTBLS3800,Metabolomics study of COVID-19 patients in four different clinical stages,"<p>SARS-CoV-2 (severe acute respiratory syndrome coronavirus 2) is the coronavirus strain causing the respiratory pandemic COVID-19 (coronavirus disease 2019). To understand the pathobiology of SARS-CoV-2 in humans it is necessary to unravel the metabolic changes that are produced in the individuals once the infection has taken place. The goal of this work is to provide new information about the altered biomolecule profile and with that the altered biological pathways of patients in different clinical situations due to SARS-CoV-2 infection. This is done via metabolomics using HPLC-QTOF-MS analysis of plasma samples at COVID-diagnose from a total of 145 adult patients, divided into different clinical stages based on their subsequent clinical outcome (25 negative controls (non-COVID); 28 positive patients with asymptomatic disease not requiring hospitalization; 27 positive patients with mild disease defined by a total time in hospital lower than 10 days; 36 positive patients with severe disease defined by a total time in hospital over 20 days and/or admission at the ICU; and 29 positive patients with fatal outcome or deceased). Moreover, follow up samples between 2 and 3 months after hospital discharge were also obtained from the hospitalized patients with mild prognosis. The final goal of this work is to provide biomarkers that can help to better understand how the COVID-19 illness evolves and to predict how a patient could progress based on the metabolites profile of plasma obtained at an early stage of the infection. In the present work, several metabolites were found as potential biomarkers to distinguish between the end-stage and the early-stage (or non-COVID) disease groups. These metabolites are mainly involved in the metabolism of carnitines, ketone bodies, fatty acids, lysophosphatidylcholines/phosphatidylcholines, tryptophan, bile acids and purines, but also omeprazole. In addition, the levels of several of these metabolites decreased to “normal” values at hospital discharge, suggesting some of them as early prognosis biomarkers in COVID-19 at diagnose.</p>",m_MTBLS3800_LC-MS_negative_reverse-phase_metabolite_profiling_v2_maf,icosanoid,CHEBI:23899,236.15556530022835,2.7250008735065223e-37,6.540002096415654e-36
